Page: 1 of 25||||||||2020-03-03 23:26:13

||City and County of San Francisco␤March 3, 2020, Presidential Primary Election␤Preliminary Statement of the Vote - 4

Precinct|Registered␤Voters||Cards Cast||Voters Cast|% Turnout
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|20|25.32%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|5|6.33%|28|35.44%|0|0.00%|1|1.27%|0|0.00%|0|0.00%|9|11.39%|0|0.00%|0|0.00%|9|11.39%|7|8.86%|0|0.00%|0|0.00%|0|0.00%|79|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|1|0||Election Day|0|0.00%|0|0.00%|55|36.18%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|60|39.47%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|6|3.95%|0|0.00%|0|0.00%|0|0.00%|31|20.39%|0|0.00%|0|0.00%|0|0.00%|152|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|1|0||Total|0|0.00%|0|0.00%|75|32.47%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|5|2.16%|88|38.10%|0|0.00%|1|0.43%|0|0.00%|0|0.00%|15|6.49%|0|0.00%|0|0.00%|9|3.90%|38|16.45%|0|0.00%|0|0.00%|0|0.00%|231|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7523||||Pct 7523
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|23|34.33%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|3|4.48%|20|29.85%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|8|11.94%|0|0.00%|0|0.00%|9|13.43%|3|4.48%|1|1.49%|0|0.00%|0|0.00%|67|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0|0.00%|0|0.00%|43|26.54%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|67|41.36%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|4|2.47%|0|0.00%|0|0.00%|1|0.62%|47|29.01%|0|0.00%|0|0.00%|0|0.00%|162|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|0||Total|0|0.00%|0|0.00%|66|28.82%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|3|1.31%|87|37.99%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|12|5.24%|0|0.00%|0|0.00%|10|4.37%|50|21.83%|1|0.44%|0|0.00%|0|0.00%|229|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7524||||Pct 7524
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|13|21.31%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|21|34.43%|0|0.00%|2|3.28%|0|0.00%|0|0.00%|9|14.75%|0|0.00%|0|0.00%|5|8.20%|10|16.39%|1|1.64%|0|0.00%|0|0.00%|61|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0|0.00%|0|0.00%|24|24.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|31|31.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|9|9.00%|0|0.00%|0|0.00%|0|0.00%|36|36.00%|0|0.00%|0|0.00%|0|0.00%|100|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|0||Total|0|0.00%|0|0.00%|37|22.98%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|52|32.30%|0|0.00%|2|1.24%|0|0.00%|0|0.00%|18|11.18%|0|0.00%|0|0.00%|5|3.11%|46|28.57%|1|0.62%|0|0.00%|0|0.00%|161|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7525||||Pct 7525
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|16|24.62%||0|0.00%|1|1.54%||0|0.00%|0|0.00%|2|3.08%|22|33.85%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|10|15.38%|0|0.00%|0|0.00%|7|10.77%|7|10.77%|0|0.00%|0|0.00%|0|0.00%|65|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0|0.00%|0|0.00%|25|27.47%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|27|29.67%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|4|4.40%|0|0.00%|0|0.00%|0|0.00%|35|38.46%|0|0.00%|0|0.00%|0|0.00%|91|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|0||Total|0|0.00%|0|0.00%|41|26.28%||0|0.00%|1|0.64%||0|0.00%|0|0.00%|2|1.28%|49|31.41%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|14|8.97%|0|0.00%|0|0.00%|7|4.49%|42|26.92%|0|0.00%|0|0.00%|0|0.00%|156|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7526||||Pct 7526
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|25|23.15%||0|0.00%|1|0.93%||0|0.00%|0|0.00%|5|4.63%|30|27.78%|0|0.00%|2|1.85%|0|0.00%|0|0.00%|18|16.67%|0|0.00%|0|0.00%|19|17.59%|8|7.41%|0|0.00%|0|0.00%|0|0.00%|108|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0|0.00%|0|0.00%|36|25.00%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|56|38.89%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|16|11.11%|0|0.00%|0|0.00%|0|0.00%|36|25.00%|0|0.00%|0|0.00%|0|0.00%|144|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|0||Total|0|0.00%|0|0.00%|61|24.21%||0|0.00%|1|0.40%||0|0.00%|0|0.00%|5|1.98%|86|34.13%|0|0.00%|2|0.79%|0|0.00%|0|0.00%|34|13.49%|0|0.00%|0|0.00%|19|7.54%|44|17.46%|0|0.00%|0|0.00%|0|0.00%|252|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7527/7528||||Pct 7527/7528
Vote by Mail|1|1||Vote by Mail|3|4.62%|0|0.00%|7|10.77%||1|1.54%|1|1.54%||0|0.00%|0|0.00%|1|1.54%|19|29.23%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|13|20.00%|0|0.00%|0|0.00%|11|16.92%|9|13.85%|0|0.00%|0|0.00%|0|0.00%|65|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|2|0||Election Day|0|0.00%|0|0.00%|33|35.11%||0|0.00%|1|1.06%||0|0.00%|0|0.00%|0|0.00%|28|29.79%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|9|9.57%|0|0.00%|0|0.00%|0|0.00%|23|24.47%|0|0.00%|0|0.00%|0|0.00%|94|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|3|1||Total|3|1.89%|0|0.00%|40|25.16%||1|0.63%|2|1.26%||0|0.00%|0|0.00%|1|0.63%|47|29.56%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|22|13.84%|0|0.00%|0|0.00%|11|6.92%|32|20.13%|0|0.00%|0|0.00%|0|0.00%|159|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7529||||Pct 7529
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|20|20.83%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|1|1.04%|47|48.96%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|5|5.21%|0|0.00%|0|0.00%|14|14.58%|8|8.33%|1|1.04%|0|0.00%|0|0.00%|96|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0|0.00%|0|0.00%|44|24.44%||0|0.00%|2|1.11%||0|0.00%|0|0.00%|1|0.56%|82|45.56%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|12|6.67%|0|0.00%|0|0.00%|0|0.00%|38|21.11%|0|0.00%|0|0.00%|1|0.56%|180|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|0||Total|0|0.00%|0|0.00%|64|23.19%||0|0.00%|2|0.72%||0|0.00%|0|0.00%|2|0.72%|129|46.74%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|17|6.16%|0|0.00%|0|0.00%|14|5.07%|46|16.67%|1|0.36%|0|0.00%|1|0.36%|276|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7531||||Pct 7531
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|20|28.57%||0|0.00%|2|2.86%||0|0.00%|0|0.00%|3|4.29%|25|35.71%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|6|8.57%|0|0.00%|0|0.00%|10|14.29%|4|5.71%|0|0.00%|0|0.00%|0|0.00%|70|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0|0.00%|0|0.00%|34|25.95%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|61|46.56%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|5|3.82%|0|0.00%|0|0.00%|0|0.00%|30|22.90%|0|0.00%|0|0.00%|1|0.76%|131|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|0||Total|0|0.00%|0|0.00%|54|26.87%||0|0.00%|2|1.00%||0|0.00%|0|0.00%|3|1.49%|86|42.79%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|11|5.47%|0|0.00%|0|0.00%|10|4.98%|34|16.92%|0|0.00%|0|0.00%|1|0.50%|201|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7532||||Pct 7532
Vote by Mail|1|0||Vote by Mail|0|0.00%|0|0.00%|19|22.62%||0|0.00%|4|4.76%||0|0.00%|0|0.00%|5|5.95%|31|36.90%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|7|8.33%|0|0.00%|0|0.00%|9|10.71%|9|10.71%|0|0.00%|0|0.00%|0|0.00%|84|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|2|0||Election Day|0|0.00%|0|0.00%|27|23.28%||0|0.00%|1|0.86%||0|0.00%|0|0.00%|1|0.86%|43|37.07%|0|0.00%|2|1.72%|0|0.00%|0|0.00%|7|6.03%|0|0.00%|0|0.00%|0|0.00%|33|28.45%|1|0.86%|0|0.00%|1|0.86%|116|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|3|0||Total|0|0.00%|0|0.00%|46|23.00%||0|0.00%|5|2.50%||0|0.00%|0|0.00%|6|3.00%|74|37.00%|0|0.00%|2|1.00%|0|0.00%|0|0.00%|14|7.00%|0|0.00%|0|0.00%|9|4.50%|42|21.00%|1|0.50%|0|0.00%|1|0.50%|200|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7533||||Pct 7533
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|32|31.37%||0|0.00%|2|1.96%||0|0.00%|0|0.00%|2|1.96%|46|45.10%|0|0.00%|1|0.98%|0|0.00%|0|0.00%|7|6.86%|0|0.00%|0|0.00%|11|10.78%|1|0.98%|0|0.00%|0|0.00%|0|0.00%|102|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0|0.00%|0|0.00%|37|20.79%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|1|0.56%|80|44.94%|0|0.00%|1|0.56%|0|0.00%|0|0.00%|12|6.74%|0|0.00%|0|0.00%|0|0.00%|45|25.28%|2|1.12%|0|0.00%|0|0.00%|178|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|0||Total|0|0.00%|0|0.00%|69|24.64%||0|0.00%|2|0.71%||0|0.00%|0|0.00%|3|1.07%|126|45.00%|0|0.00%|2|0.71%|0|0.00%|0|0.00%|19|6.79%|0|0.00%|0|0.00%|11|3.93%|46|16.43%|2|0.71%|0|0.00%|0|0.00%|280|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7534||||Pct 7534
Vote by Mail|2|0||Vote by Mail|0|0.00%|0|0.00%|29|31.52%||0|0.00%|0|0.00%||0|0.00%|1|1.09%|1|1.09%|45|48.91%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|7|7.61%|0|0.00%|0|0.00%|6|6.52%|3|3.26%|0|0.00%|0|0.00%|0|0.00%|92|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0|0.00%|0|0.00%|52|29.55%||0|0.00%|2|1.14%||0|0.00%|0|0.00%|0|0.00%|78|44.32%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|7|3.98%|0|0.00%|0|0.00%|0|0.00%|37|21.02%|0|0.00%|0|0.00%|0|0.00%|176|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|2|0||Total|0|0.00%|0|0.00%|81|30.22%||0|0.00%|2|0.75%||0|0.00%|1|0.37%|1|0.37%|123|45.90%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|14|5.22%|0|0.00%|0|0.00%|6|2.24%|40|14.93%|0|0.00%|0|0.00%|0|0.00%|268|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7535||||Pct 7535
Vote by Mail|1|0||Vote by Mail|0|0.00%|0|0.00%|21|27.63%||0|0.00%|2|2.63%||0|0.00%|0|0.00%|5|6.58%|27|35.53%|0|0.00%|1|1.32%|0|0.00%|0|0.00%|5|6.58%|0|0.00%|0|0.00%|7|9.21%|8|10.53%|0|0.00%|0|0.00%|0|0.00%|76|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0|0.00%|0|0.00%|50|32.68%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|52|33.99%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|6|3.92%|0|0.00%|0|0.00%|0|0.00%|45|29.41%|0|0.00%|0|0.00%|0|0.00%|153|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|1|0||Total|0|0.00%|0|0.00%|71|31.00%||0|0.00%|2|0.87%||0|0.00%|0|0.00%|5|2.18%|79|34.50%|0|0.00%|1|0.44%|0|0.00%|0|0.00%|11|4.80%|0|0.00%|0|0.00%|7|3.06%|53|23.14%|0|0.00%|0|0.00%|0|0.00%|229|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7536||||Pct 7536
Vote by Mail|1|0||Vote by Mail|0|0.00%|0|0.00%|17|20.48%||0|0.00%|2|2.41%||0|0.00%|0|0.00%|4|4.82%|31|37.35%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|8|9.64%|0|0.00%|0|0.00%|14|16.87%|7|8.43%|0|0.00%|0|0.00%|0|0.00%|83|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0|0.00%|0|0.00%|61|37.20%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|57|34.76%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|4|2.44%|0|0.00%|0|0.00%|0|0.00%|42|25.61%|0|0.00%|0|0.00%|0|0.00%|164|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|1|0||Total|0|0.00%|0|0.00%|78|31.58%||0|0.00%|2|0.81%||0|0.00%|0|0.00%|4|1.62%|88|35.63%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|12|4.86%|0|0.00%|0|0.00%|14|5.67%|49|19.84%|0|0.00%|0|0.00%|0|0.00%|247|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7537||||Pct 7537
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|19|27.54%||0|0.00%|2|2.90%||0|0.00%|0|0.00%|3|4.35%|17|24.64%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|9|13.04%|0|0.00%|0|0.00%|10|14.49%|9|13.04%|0|0.00%|0|0.00%|0|0.00%|69|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0|0.00%|0|0.00%|42|28.97%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|57|39.31%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|10|6.90%|0|0.00%|0|0.00%|1|0.69%|34|23.45%|0|0.00%|0|0.00%|1|0.69%|145|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|0||Total|0|0.00%|0|0.00%|61|28.50%||0|0.00%|2|0.93%||0|0.00%|0|0.00%|3|1.40%|74|34.58%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|19|8.88%|0|0.00%|0|0.00%|11|5.14%|43|20.09%|0|0.00%|0|0.00%|1|0.47%|214|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7538||||Pct 7538
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|23|26.44%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|1|1.15%|28|32.18%|0|0.00%|0|0.00%|0|0.00%|1|1.15%|14|16.09%|0|0.00%|0|0.00%|12|13.79%|7|8.05%|0|0.00%|1|1.15%|0|0.00%|87|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|1||Election Day|0|0.00%|0|0.00%|51|30.54%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|71|42.51%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|5|2.99%|0|0.00%|0|0.00%|1|0.60%|39|23.35%|0|0.00%|0|0.00%|0|0.00%|167|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|1||Total|0|0.00%|0|0.00%|74|29.13%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|1|0.39%|99|38.98%|0|0.00%|0|0.00%|0|0.00%|1|0.39%|19|7.48%|0|0.00%|0|0.00%|13|5.12%|46|18.11%|0|0.00%|1|0.39%|0|0.00%|254|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7539||||Pct 7539
Vote by Mail|1|0||Vote by Mail|0|0.00%|0|0.00%|19|22.62%||0|0.00%|1|1.19%||0|0.00%|0|0.00%|6|7.14%|33|39.29%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|5|5.95%|0|0.00%|0|0.00%|13|15.48%|7|8.33%|0|0.00%|0|0.00%|0|0.00%|84|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0|0.00%|0|0.00%|63|34.24%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|1|0.54%|83|45.11%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|12|6.52%|0|0.00%|0|0.00%|0|0.00%|25|13.59%|0|0.00%|0|0.00%|0|0.00%|184|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|1|0||Total|0|0.00%|0|0.00%|82|30.60%||0|0.00%|1|0.37%||0|0.00%|0|0.00%|7|2.61%|116|43.28%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|17|6.34%|0|0.00%|0|0.00%|13|4.85%|32|11.94%|0|0.00%|0|0.00%|0|0.00%|268|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7541||||Pct 7541
Vote by Mail|1|0||Vote by Mail|0|0.00%|0|0.00%|21|29.58%||0|0.00%|2|2.82%||0|0.00%|0|0.00%|2|2.82%|20|28.17%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|12|16.90%|0|0.00%|0|0.00%|9|12.68%|5|7.04%|0|0.00%|0|0.00%|0|0.00%|71|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0|0.00%|0|0.00%|54|34.62%||1|0.64%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|61|39.10%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|5|3.21%|0|0.00%|0|0.00%|0|0.00%|35|22.44%|0|0.00%|0|0.00%|0|0.00%|156|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|1|0||Total|0|0.00%|0|0.00%|75|33.04%||1|0.44%|2|0.88%||0|0.00%|0|0.00%|2|0.88%|81|35.68%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|17|7.49%|0|0.00%|0|0.00%|9|3.96%|40|17.62%|0|0.00%|0|0.00%|0|0.00%|227|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7542||||Pct 7542
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|18|23.38%||0|0.00%|1|1.30%||0|0.00%|0|0.00%|1|1.30%|33|42.86%|0|0.00%|2|2.60%|2|2.60%|0|0.00%|7|9.09%|0|0.00%|0|0.00%|10|12.99%|3|3.90%|0|0.00%|0|0.00%|0|0.00%|77|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0|0.00%|0|0.00%|50|31.06%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|69|42.86%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|9|5.59%|0|0.00%|0|0.00%|0|0.00%|32|19.88%|0|0.00%|0|0.00%|1|0.62%|161|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|0||Total|0|0.00%|0|0.00%|68|28.57%||0|0.00%|1|0.42%||0|0.00%|0|0.00%|1|0.42%|102|42.86%|0|0.00%|2|0.84%|2|0.84%|0|0.00%|16|6.72%|0|0.00%|0|0.00%|10|4.20%|35|14.71%|0|0.00%|0|0.00%|1|0.42%|238|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7543||||Pct 7543
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|30|33.71%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|1|1.12%|19|21.35%|0|0.00%|1|1.12%|0|0.00%|0|0.00%|12|13.48%|0|0.00%|0|0.00%|16|17.98%|9|10.11%|0|0.00%|1|1.12%|0|0.00%|89|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|1|0||Election Day|0|0.00%|0|0.00%|38|27.94%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|56|41.18%|0|0.00%|1|0.74%|0|0.00%|0|0.00%|5|3.68%|0|0.00%|0|0.00%|0|0.00%|36|26.47%|0|0.00%|0|0.00%|0|0.00%|136|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|1|0||Total|0|0.00%|0|0.00%|68|30.22%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|1|0.44%|75|33.33%|0|0.00%|2|0.89%|0|0.00%|0|0.00%|17|7.56%|0|0.00%|0|0.00%|16|7.11%|45|20.00%|0|0.00%|1|0.44%|0|0.00%|225|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7544||||Pct 7544
Vote by Mail|0|1||Vote by Mail|0|0.00%|0|0.00%|33|27.97%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|4|3.39%|34|28.81%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|17|14.41%|0|0.00%|0|0.00%|24|20.34%|6|5.08%|0|0.00%|0|0.00%|0|0.00%|118|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0|0.00%|0|0.00%|40|26.32%||0|0.00%|1|0.66%||0|0.00%|0|0.00%|1|0.66%|57|37.50%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|12|7.89%|0|0.00%|0|0.00%|0|0.00%|41|26.97%|0|0.00%|0|0.00%|0|0.00%|152|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|1||Total|0|0.00%|0|0.00%|73|27.04%||0|0.00%|1|0.37%||0|0.00%|0|0.00%|5|1.85%|91|33.70%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|29|10.74%|0|0.00%|0|0.00%|24|8.89%|47|17.41%|0|0.00%|0|0.00%|0|0.00%|270|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7545||||Pct 7545
Vote by Mail|0|0||Vote by Mail|0|0.00%|0|0.00%|31|27.93%||0|0.00%|2|1.80%||0|0.00%|0|0.00%|3|2.70%|29|26.13%|0|0.00%|1|0.90%|0|0.00%|0|0.00%|11|9.91%|0|0.00%|0|0.00%|26|23.42%|8|7.21%|0|0.00%|0|0.00%|0|0.00%|111|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Election Day|0|0||Election Day|0|0.00%|0|0.00%|33|22.76%||0|0.00%|0|0.00%||0|0.00%|0|0.00%|0|0.00%|56|38.62%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|11|7.59%|0|0.00%|0|0.00%|0|0.00%|44|30.34%|1|0.69%|0|0.00%|0|0.00%|145|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Total|0|0||Total|0|0.00%|0|0.00%|64|25.00%||0|0.00%|2|0.78%||0|0.00%|0|0.00%|3|1.17%|85|33.20%|0|0.00%|1|0.39%|0|0.00%|0|0.00%|22|8.59%|0|0.00%|0|0.00%|26|10.16%|52|20.31%|1|0.39%|0|0.00%|0|0.00%|256|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%|0|0.00%
Pct 7546||||Pct 7546
